"","journal","pvalue","pubmedID","year","abstract","title"
"359","JAMA.1261","0.04",14679272,2003,"Low cardiorespiratory fitness is an established risk factor for cardiovascular and total mortality; however, mechanisms responsible for these associations are uncertain.To test whether low fitness, estimated by short duration on a maximal treadmill test, predicted the development of cardiovascular disease risk factors and whether improving fitness (increase in treadmill test duration between examinations) was associated with risk reduction.Population-based longitudinal cohort study of men and women 18 to 30 years of age in the Coronary Artery Risk Development in Young Adults (CARDIA) study. Participants who completed the treadmill examination according to the Balke protocol at baseline were followed up from 1985-1986 to 2000-2001. A subset of participants (n = 2478) repeated the exercise test in 1992-1993.Incident type 2 diabetes, hypertension, the metabolic syndrome (defined according to National Cholesterol Education Program Adult Treatment Panel III), and hypercholesterolemia (low-density lipoprotein cholesterol > or =160 mg/dL [4.14 mmol/L]).During the 15-year study period, the rates of incident diabetes, hypertension, the metabolic syndrome, and hypercholesterolemia were 2.8, 13.0, 10.2, and 11.7 per 1000 person-years, respectively. After adjustment for age, race, sex, smoking, and family history of diabetes, hypertension, or premature myocardial infarction, participants with low fitness (<20th percentile) were 3- to 6-fold more likely to develop diabetes, hypertension, and the metabolic syndrome than participants with high fitness (> or =60th percentile), all P<.001. Adjusting for baseline body mass index diminished the strength of these associations to 2-fold (all P<.001). In contrast, the association between low fitness and hypercholesterolemia was modest (hazard ratio [HR], 1.4; 95% confidence interval [CI], 1.1-1.7; P =.02) and attenuated to marginal significance after body mass index adjustment (P =.13). Improved fitness over 7 years was associated with a reduced risk of developing diabetes (HR, 0.4; 95% CI, 0.2-1.0; P =.04) and the metabolic syndrome (HR, 0.5; 95% CI, 0.3-0.7; P<.001), but the strength and significance of these associations was reduced after accounting for changes in weight.Poor fitness in young adults is associated with the development of cardiovascular disease risk factors. These associations involve obesity and may be modified by improving fitness.","Cardiorespiratory fitness in young adulthood and the development of cardiovascular disease risk factors."
"360","JAMA.871","0.02",14693873,2003,"Complicated, left-sided native valve endocarditis causes significant morbidity and mortality in adults. The presumed benefits of valve surgery remain unproven due to lack of randomized controlled trials.To determine whether valve surgery is associated with reduced mortality in adults with complicated, left-sided native valve endocarditis.Retrospective, observational cohort study conducted from January 1990 to January 2000 at 7 Connecticut hospitals. Propensity analyses were used to control for bias in treatment assignment and prognostic imbalances.Of the 513 adults with complicated, left-sided native valve endocarditis, 230 (45%) underwent valve surgery and 283 (55%) received medical therapy alone.All-cause mortality at 6 months after baseline.In the 6-month period after baseline, 131 patients (26%) died. In unadjusted analyses, valve surgery was associated with reduced mortality (16% vs 33%; hazard ratio [HR], 0.43; 95% confidence interval [CI], 0.29-0.63; P<.001). After adjustment for baseline variables associated with mortality (including hospital site, comorbidity, congestive heart failure, microbial etiology, immunocompromised state, abnormal mental status, and refractory infection), valve surgery remained associated with reduced mortality (adjusted HR, 0.35; 95% CI, 0.23-0.54; P<.02). In further analyses of 218 patients matched by propensity scores, valve surgery remained associated with reduced mortality (15% vs 28%; HR, 0.45; 95% CI, 0.23-0.86; P =.01). After additional adjustment for variables that contribute to heterogeneity and confounding within the propensity-matched group, surgical therapy remained significantly associated with a lower mortality (HR, 0.40; 95% CI, 0.18-0.91; P =.03). In this propensity-matched group, patients with moderate to severe congestive heart failure showed the greatest reduction in mortality with valve surgery (14% vs 51%; HR, 0.22; 95% CI, 0.09-0.53; P =.001).Valve surgery for patients with complicated, left-sided native valve endocarditis was independently associated with reduced 6-month mortality after adjustment for both baseline variables associated with the propensity to undergo valve surgery and baseline variables associated with mortality. The reduced mortality was particularly evident among patients with moderate to severe congestive heart failure.","Impact of valve surgery on 6-month mortality in adults with complicated, left-sided native valve endocarditis: a propensity analysis."
"361","JAMA.1211","0.01",14693873,2003,"Complicated, left-sided native valve endocarditis causes significant morbidity and mortality in adults. The presumed benefits of valve surgery remain unproven due to lack of randomized controlled trials.To determine whether valve surgery is associated with reduced mortality in adults with complicated, left-sided native valve endocarditis.Retrospective, observational cohort study conducted from January 1990 to January 2000 at 7 Connecticut hospitals. Propensity analyses were used to control for bias in treatment assignment and prognostic imbalances.Of the 513 adults with complicated, left-sided native valve endocarditis, 230 (45%) underwent valve surgery and 283 (55%) received medical therapy alone.All-cause mortality at 6 months after baseline.In the 6-month period after baseline, 131 patients (26%) died. In unadjusted analyses, valve surgery was associated with reduced mortality (16% vs 33%; hazard ratio [HR], 0.43; 95% confidence interval [CI], 0.29-0.63; P<.001). After adjustment for baseline variables associated with mortality (including hospital site, comorbidity, congestive heart failure, microbial etiology, immunocompromised state, abnormal mental status, and refractory infection), valve surgery remained associated with reduced mortality (adjusted HR, 0.35; 95% CI, 0.23-0.54; P<.02). In further analyses of 218 patients matched by propensity scores, valve surgery remained associated with reduced mortality (15% vs 28%; HR, 0.45; 95% CI, 0.23-0.86; P =.01). After additional adjustment for variables that contribute to heterogeneity and confounding within the propensity-matched group, surgical therapy remained significantly associated with a lower mortality (HR, 0.40; 95% CI, 0.18-0.91; P =.03). In this propensity-matched group, patients with moderate to severe congestive heart failure showed the greatest reduction in mortality with valve surgery (14% vs 51%; HR, 0.22; 95% CI, 0.09-0.53; P =.001).Valve surgery for patients with complicated, left-sided native valve endocarditis was independently associated with reduced 6-month mortality after adjustment for both baseline variables associated with the propensity to undergo valve surgery and baseline variables associated with mortality. The reduced mortality was particularly evident among patients with moderate to severe congestive heart failure.","Impact of valve surgery on 6-month mortality in adults with complicated, left-sided native valve endocarditis: a propensity analysis."
"362","JAMA.1221","0.03",14693873,2003,"Complicated, left-sided native valve endocarditis causes significant morbidity and mortality in adults. The presumed benefits of valve surgery remain unproven due to lack of randomized controlled trials.To determine whether valve surgery is associated with reduced mortality in adults with complicated, left-sided native valve endocarditis.Retrospective, observational cohort study conducted from January 1990 to January 2000 at 7 Connecticut hospitals. Propensity analyses were used to control for bias in treatment assignment and prognostic imbalances.Of the 513 adults with complicated, left-sided native valve endocarditis, 230 (45%) underwent valve surgery and 283 (55%) received medical therapy alone.All-cause mortality at 6 months after baseline.In the 6-month period after baseline, 131 patients (26%) died. In unadjusted analyses, valve surgery was associated with reduced mortality (16% vs 33%; hazard ratio [HR], 0.43; 95% confidence interval [CI], 0.29-0.63; P<.001). After adjustment for baseline variables associated with mortality (including hospital site, comorbidity, congestive heart failure, microbial etiology, immunocompromised state, abnormal mental status, and refractory infection), valve surgery remained associated with reduced mortality (adjusted HR, 0.35; 95% CI, 0.23-0.54; P<.02). In further analyses of 218 patients matched by propensity scores, valve surgery remained associated with reduced mortality (15% vs 28%; HR, 0.45; 95% CI, 0.23-0.86; P =.01). After additional adjustment for variables that contribute to heterogeneity and confounding within the propensity-matched group, surgical therapy remained significantly associated with a lower mortality (HR, 0.40; 95% CI, 0.18-0.91; P =.03). In this propensity-matched group, patients with moderate to severe congestive heart failure showed the greatest reduction in mortality with valve surgery (14% vs 51%; HR, 0.22; 95% CI, 0.09-0.53; P =.001).Valve surgery for patients with complicated, left-sided native valve endocarditis was independently associated with reduced 6-month mortality after adjustment for both baseline variables associated with the propensity to undergo valve surgery and baseline variables associated with mortality. The reduced mortality was particularly evident among patients with moderate to severe congestive heart failure.","Impact of valve surgery on 6-month mortality in adults with complicated, left-sided native valve endocarditis: a propensity analysis."
"363","JAMA.1231","0.001",14693873,2003,"Complicated, left-sided native valve endocarditis causes significant morbidity and mortality in adults. The presumed benefits of valve surgery remain unproven due to lack of randomized controlled trials.To determine whether valve surgery is associated with reduced mortality in adults with complicated, left-sided native valve endocarditis.Retrospective, observational cohort study conducted from January 1990 to January 2000 at 7 Connecticut hospitals. Propensity analyses were used to control for bias in treatment assignment and prognostic imbalances.Of the 513 adults with complicated, left-sided native valve endocarditis, 230 (45%) underwent valve surgery and 283 (55%) received medical therapy alone.All-cause mortality at 6 months after baseline.In the 6-month period after baseline, 131 patients (26%) died. In unadjusted analyses, valve surgery was associated with reduced mortality (16% vs 33%; hazard ratio [HR], 0.43; 95% confidence interval [CI], 0.29-0.63; P<.001). After adjustment for baseline variables associated with mortality (including hospital site, comorbidity, congestive heart failure, microbial etiology, immunocompromised state, abnormal mental status, and refractory infection), valve surgery remained associated with reduced mortality (adjusted HR, 0.35; 95% CI, 0.23-0.54; P<.02). In further analyses of 218 patients matched by propensity scores, valve surgery remained associated with reduced mortality (15% vs 28%; HR, 0.45; 95% CI, 0.23-0.86; P =.01). After additional adjustment for variables that contribute to heterogeneity and confounding within the propensity-matched group, surgical therapy remained significantly associated with a lower mortality (HR, 0.40; 95% CI, 0.18-0.91; P =.03). In this propensity-matched group, patients with moderate to severe congestive heart failure showed the greatest reduction in mortality with valve surgery (14% vs 51%; HR, 0.22; 95% CI, 0.09-0.53; P =.001).Valve surgery for patients with complicated, left-sided native valve endocarditis was independently associated with reduced 6-month mortality after adjustment for both baseline variables associated with the propensity to undergo valve surgery and baseline variables associated with mortality. The reduced mortality was particularly evident among patients with moderate to severe congestive heart failure.","Impact of valve surgery on 6-month mortality in adults with complicated, left-sided native valve endocarditis: a propensity analysis."
"364","JAMA.1231","0.001",14693873,2003,"Complicated, left-sided native valve endocarditis causes significant morbidity and mortality in adults. The presumed benefits of valve surgery remain unproven due to lack of randomized controlled trials.To determine whether valve surgery is associated with reduced mortality in adults with complicated, left-sided native valve endocarditis.Retrospective, observational cohort study conducted from January 1990 to January 2000 at 7 Connecticut hospitals. Propensity analyses were used to control for bias in treatment assignment and prognostic imbalances.Of the 513 adults with complicated, left-sided native valve endocarditis, 230 (45%) underwent valve surgery and 283 (55%) received medical therapy alone.All-cause mortality at 6 months after baseline.In the 6-month period after baseline, 131 patients (26%) died. In unadjusted analyses, valve surgery was associated with reduced mortality (16% vs 33%; hazard ratio [HR], 0.43; 95% confidence interval [CI], 0.29-0.63; P<.001). After adjustment for baseline variables associated with mortality (including hospital site, comorbidity, congestive heart failure, microbial etiology, immunocompromised state, abnormal mental status, and refractory infection), valve surgery remained associated with reduced mortality (adjusted HR, 0.35; 95% CI, 0.23-0.54; P<.02). In further analyses of 218 patients matched by propensity scores, valve surgery remained associated with reduced mortality (15% vs 28%; HR, 0.45; 95% CI, 0.23-0.86; P =.01). After additional adjustment for variables that contribute to heterogeneity and confounding within the propensity-matched group, surgical therapy remained significantly associated with a lower mortality (HR, 0.40; 95% CI, 0.18-0.91; P =.03). In this propensity-matched group, patients with moderate to severe congestive heart failure showed the greatest reduction in mortality with valve surgery (14% vs 51%; HR, 0.22; 95% CI, 0.09-0.53; P =.001).Valve surgery for patients with complicated, left-sided native valve endocarditis was independently associated with reduced 6-month mortality after adjustment for both baseline variables associated with the propensity to undergo valve surgery and baseline variables associated with mortality. The reduced mortality was particularly evident among patients with moderate to severe congestive heart failure.","Impact of valve surgery on 6-month mortality in adults with complicated, left-sided native valve endocarditis: a propensity analysis."
"365","JAMA.1781","0.001",14722144,2004,"Although chronic Helicobacter pylori infection is associated with gastric cancer, the effect of H pylori treatment on prevention of gastric cancer development in chronic carriers is unknown.To determine whether treatment of H pylori infection reduces the incidence of gastric cancer.Prospective, randomized, placebo-controlled, population-based primary prevention study of 1630 healthy carriers of H pylori infection from Fujian Province, China, recruited in July 1994 and followed up until January 2002. A total of 988 participants did not have precancerous lesions (gastric atrophy, intestinal metaplasia, or gastric dysplasia) on study entry.Patients were randomly assigned to receive H pylori eradication treatment: a 2-week course of omeprazole, 20 mg, a combination product of amoxicillin and clavulanate potassium, 750 mg, and metronidazole, 400 mg, all twice daily (n = 817); or placebo (n = 813).The primary outcome measure was incidence of gastric cancer during follow-up, compared between H pylori eradication and placebo groups. The secondary outcome measure was incidence of gastric cancer in patients with or without precancerous lesions, compared between the 2 groups.Among the 18 new cases of gastric cancers that developed, no overall reduction was observed in participants who received H pylori eradication treatment (n = 7) compared with those who did not (n = 11) (P =.33). In a subgroup of patients with no precancerous lesions on presentation, no patient developed gastric cancer during a follow-up of 7.5 years after H pylori eradication treatment compared with those who received placebo (0 vs 6; P =.02). Smoking (hazard ratio [HR], 6.2; 95% confidence interval [CI], 2.3-16.5; P<.001) and older age (HR, 1.10; 95% CI, 1.05-1.15; P<.001) were independent risk factors for the development of gastric cancer in this cohort.We found that the incidence of gastric cancer development at the population level was similar between participants receiving H pylori eradication treatment and those receiving placebo during a period of 7.5 years in a high-risk region of China. In the subgroup of H pylori carriers without precancerous lesions, eradication of H pylori significantly decreased the development of gastric cancer. Further studies to investigate the role of H pylori eradication in participants with precancerous lesions are warranted.","Helicobacter pylori eradication to prevent gastric cancer in a high-risk region of China: a randomized controlled trial."
"366","JAMA.1791","0.001",14722144,2004,"Although chronic Helicobacter pylori infection is associated with gastric cancer, the effect of H pylori treatment on prevention of gastric cancer development in chronic carriers is unknown.To determine whether treatment of H pylori infection reduces the incidence of gastric cancer.Prospective, randomized, placebo-controlled, population-based primary prevention study of 1630 healthy carriers of H pylori infection from Fujian Province, China, recruited in July 1994 and followed up until January 2002. A total of 988 participants did not have precancerous lesions (gastric atrophy, intestinal metaplasia, or gastric dysplasia) on study entry.Patients were randomly assigned to receive H pylori eradication treatment: a 2-week course of omeprazole, 20 mg, a combination product of amoxicillin and clavulanate potassium, 750 mg, and metronidazole, 400 mg, all twice daily (n = 817); or placebo (n = 813).The primary outcome measure was incidence of gastric cancer during follow-up, compared between H pylori eradication and placebo groups. The secondary outcome measure was incidence of gastric cancer in patients with or without precancerous lesions, compared between the 2 groups.Among the 18 new cases of gastric cancers that developed, no overall reduction was observed in participants who received H pylori eradication treatment (n = 7) compared with those who did not (n = 11) (P =.33). In a subgroup of patients with no precancerous lesions on presentation, no patient developed gastric cancer during a follow-up of 7.5 years after H pylori eradication treatment compared with those who received placebo (0 vs 6; P =.02). Smoking (hazard ratio [HR], 6.2; 95% confidence interval [CI], 2.3-16.5; P<.001) and older age (HR, 1.10; 95% CI, 1.05-1.15; P<.001) were independent risk factors for the development of gastric cancer in this cohort.We found that the incidence of gastric cancer development at the population level was similar between participants receiving H pylori eradication treatment and those receiving placebo during a period of 7.5 years in a high-risk region of China. In the subgroup of H pylori carriers without precancerous lesions, eradication of H pylori significantly decreased the development of gastric cancer. Further studies to investigate the role of H pylori eradication in participants with precancerous lesions are warranted.","Helicobacter pylori eradication to prevent gastric cancer in a high-risk region of China: a randomized controlled trial."
"367","JAMA.259","0.004",14722145,2004,"There have been recent calls for using hospital procedural volume as a quality indicator for coronary artery bypass graft (CABG) surgery, but further research into analysis and policy implication is needed before hospital procedural volume is accepted as a standard quality metric.To examine the contemporary association between hospital CABG procedure volume and outcome in a large national clinical database.Observational analysis of 267 089 isolated CABG procedures performed at 439 US hospitals participating in the Society of Thoracic Surgeons National Cardiac Database between January 1, 2000, and December 31, 2001.Association between hospital CABG procedural volume and all-cause operative mortality (in-hospital or 30-day, whichever was longer).The median (interquartile range) annual hospital-isolated CABG volume was 253 (165-417) procedures, with 82% of centers performing fewer than 500 procedures per year. The overall operative mortality was 2.66%. After adjusting for patient risk and clustering effects, rates of operative mortality decreased with increasing hospital CABG volume (0.07% for every 100 additional CABG procedures; adjusted odds ratio [OR], 0.98; 95% confidence interval [CI], 0.96-0.99; P =.004). While the association between volume and outcome was statistically significant overall, this association was not observed in patients younger than 65 years or in those at low operative risk and was confounded by surgeon volume. The ability of hospital volume to discriminate those centers with significantly better or worse mortality was limited due to the wide variability in risk-adjusted mortality among hospitals with similar volume. Closure of up to 100 of the lowest-volume centers (ie, those performing < or =150 CABG procedures/year) was estimated to avert fewer than 50 of 7110 (<1% of total) CABG-related deaths.In contemporary practice, hospital procedural volume is only modestly associated with CABG outcomes and therefore may not be an adequate quality metric for CABG surgery.","Procedural volume as a marker of quality for CABG surgery."
"368","JAMA.234","0.001",14722146,2004,"Evidence-based selective referral strategies are being used by an increasing number of insurers to ensure that medical care is provided by high-quality providers. In the absence of direct-quality measures based on patient outcomes, the standards currently in place for many conditions rely on indirect-quality measures such as patient volume.To assess the potential usefulness of volume as a quality indicator for very low-birth-weight (VLBW) infants and compare volume with other potential indicators based on readily available hospital characteristics and patient outcomes.A retrospective study of 94 110 VLBW infants weighing 501 to 1500 g born in 332 Vermont Oxford Network hospitals with neonatal intensive care units between January 1, 1995, and December 31, 2000.Mortality among VLBW infants prior to discharge home; detailed case-mix adjustment was performed by using patient characteristics available immediately after birth.In hospitals with less than 50 annual admissions of VLBW infants, an additional 10 admissions were associated with an 11% reduction in mortality (95% confidence interval [CI], 5%-16%; P<.001). The annual volume of admissions only explained 9% of the variation across hospitals in mortality rates, and other readily available hospital characteristics explained an additional 7%. Historical volume was not significantly related to mortality rates in 1999-2000, implying that volume cannot prospectively identify high-quality providers. In contrast, hospitals in the lowest mortality quintile between 1995 and 1998 were found to have significantly lower mortality rates in 1999-2000 (odds ratio [OR], 0.64; 95% CI, 0.55-0.76; P<.001) and hospitals in the highest mortality quintile between 1995 and 1998 had significantly higher mortality rates in 1999-2000 (OR, 1.37; 95% CI, 1.16-1.64; P<.001). The percentage of hospital-level variation in mortality in 1999-2000 that was forecasted by the highest and lowest quintiles based on patient mortality was 34% compared with only 1% for the highest and lowest quintiles of volume.Referral of VLBW infants based on indirect-quality indicators such as patient volume may be minimally effective. Direct measures based on patient outcomes are more useful quality indicators for the purposes of selective referral, as they are better predictors of future mortality rates among providers and could save more lives.","Indirect vs direct hospital quality indicators for very low-birth-weight infants."
"369","JAMA.235","0.001",14722146,2004,"Evidence-based selective referral strategies are being used by an increasing number of insurers to ensure that medical care is provided by high-quality providers. In the absence of direct-quality measures based on patient outcomes, the standards currently in place for many conditions rely on indirect-quality measures such as patient volume.To assess the potential usefulness of volume as a quality indicator for very low-birth-weight (VLBW) infants and compare volume with other potential indicators based on readily available hospital characteristics and patient outcomes.A retrospective study of 94 110 VLBW infants weighing 501 to 1500 g born in 332 Vermont Oxford Network hospitals with neonatal intensive care units between January 1, 1995, and December 31, 2000.Mortality among VLBW infants prior to discharge home; detailed case-mix adjustment was performed by using patient characteristics available immediately after birth.In hospitals with less than 50 annual admissions of VLBW infants, an additional 10 admissions were associated with an 11% reduction in mortality (95% confidence interval [CI], 5%-16%; P<.001). The annual volume of admissions only explained 9% of the variation across hospitals in mortality rates, and other readily available hospital characteristics explained an additional 7%. Historical volume was not significantly related to mortality rates in 1999-2000, implying that volume cannot prospectively identify high-quality providers. In contrast, hospitals in the lowest mortality quintile between 1995 and 1998 were found to have significantly lower mortality rates in 1999-2000 (odds ratio [OR], 0.64; 95% CI, 0.55-0.76; P<.001) and hospitals in the highest mortality quintile between 1995 and 1998 had significantly higher mortality rates in 1999-2000 (OR, 1.37; 95% CI, 1.16-1.64; P<.001). The percentage of hospital-level variation in mortality in 1999-2000 that was forecasted by the highest and lowest quintiles based on patient mortality was 34% compared with only 1% for the highest and lowest quintiles of volume.Referral of VLBW infants based on indirect-quality indicators such as patient volume may be minimally effective. Direct measures based on patient outcomes are more useful quality indicators for the purposes of selective referral, as they are better predictors of future mortality rates among providers and could save more lives.","Indirect vs direct hospital quality indicators for very low-birth-weight infants."
"370","JAMA.1771","0.001",14722147,2004,"Guidelines advise that all adults undergo coronary heart disease (CHD) risk assessment to guide preventive treatment intensity. Although the Framingham Risk Score (FRS) is often recommended for this, it has been suggested that risk assessment may be improved by additional tests such as coronary artery calcium scoring (CACS).To determine whether CACS assessment combined with FRS in asymptomatic adults provides prognostic information superior to either method alone and whether the combined approach can more accurately guide primary preventive strategies in patients with CHD risk factors.Prospective observational population-based study, of 1461 asymptomatic adults with coronary risk factors. Participants with at least 1 coronary risk factor (>45 years) underwent computed tomography (CT) examination, were screened between 1990-1992, were contacted yearly for up to 8.5 years after CT scan, and were assessed for CHD. This analysis included 1312 participants with CACS results; excluded were 269 participants with diabetes and 14 participants with either missing data or had a coronary event before CACS was performed.Nonfatal myocardial infarction (MI) or CHD death.During a median of 7.0 years of follow-up, 84 patients experienced MI or CHD death; 70 patients died of any cause. There were 291 (28%) participants with an FRS of more than 20% and 221 (21%) with a CACS of more than 300. Compared with an FRS of less than 10%, an FRS of more than 20% predicted the risk of MI or CHD death (hazard ratio [HR], 14.3; 95% confidence interval [CI]; 2.0-104; P =.009). Compared with a CACS of zero, a CACS of more than 300 was predictive (HR, 3.9; 95% CI, 2.1-7.3; P<.001). Across categories of FRS, CACS was predictive of risk among patients with an FRS higher than 10% (P<.001) but not with an FRS less than 10%.These data support the hypothesis that high CACS can modify predicted risk obtained from FRS alone, especially among patients in the intermediate-risk category in whom clinical decision making is most uncertain.","Coronary artery calcium score combined with Framingham score for risk prediction in asymptomatic individuals."
"371","JAMA.2281","0.009",14722147,2004,"Guidelines advise that all adults undergo coronary heart disease (CHD) risk assessment to guide preventive treatment intensity. Although the Framingham Risk Score (FRS) is often recommended for this, it has been suggested that risk assessment may be improved by additional tests such as coronary artery calcium scoring (CACS).To determine whether CACS assessment combined with FRS in asymptomatic adults provides prognostic information superior to either method alone and whether the combined approach can more accurately guide primary preventive strategies in patients with CHD risk factors.Prospective observational population-based study, of 1461 asymptomatic adults with coronary risk factors. Participants with at least 1 coronary risk factor (>45 years) underwent computed tomography (CT) examination, were screened between 1990-1992, were contacted yearly for up to 8.5 years after CT scan, and were assessed for CHD. This analysis included 1312 participants with CACS results; excluded were 269 participants with diabetes and 14 participants with either missing data or had a coronary event before CACS was performed.Nonfatal myocardial infarction (MI) or CHD death.During a median of 7.0 years of follow-up, 84 patients experienced MI or CHD death; 70 patients died of any cause. There were 291 (28%) participants with an FRS of more than 20% and 221 (21%) with a CACS of more than 300. Compared with an FRS of less than 10%, an FRS of more than 20% predicted the risk of MI or CHD death (hazard ratio [HR], 14.3; 95% confidence interval [CI]; 2.0-104; P =.009). Compared with a CACS of zero, a CACS of more than 300 was predictive (HR, 3.9; 95% CI, 2.1-7.3; P<.001). Across categories of FRS, CACS was predictive of risk among patients with an FRS higher than 10% (P<.001) but not with an FRS less than 10%.These data support the hypothesis that high CACS can modify predicted risk obtained from FRS alone, especially among patients in the intermediate-risk category in whom clinical decision making is most uncertain.","Coronary artery calcium score combined with Framingham score for risk prediction in asymptomatic individuals."
"372","Lancet.23","0.06",14738791,2004,"Despite available treatment with intravenous immunoglobulin (IVIg), morbidity and mortality are considerable in patients with Guillain-Barrê© syndrome (GBS). Our aim was to assess whether methylprednisolone, when taken with IVIg, improves outcome when compared with IVIg alone.We did a double-blind, placebo-controlled, multicentre, randomised study, to which we enrolled patients who were unable to walk independently and who had been treated within 14 days after onset of weakness with IVIg (0.4 g/kg bodyweight per day) for 5 days. We assigned 233 individuals to receive either intravenous methylprednisolone (500 mg per day; n=116) or placebo (n=117) for 5 days within 48 h of administration of first dose of IVIg. Because age is an important prognostic factor, we split treatment groups into two age-groups-ie, younger than age 50 years, or 50 years and older. Our primary outcome was an improvement from baseline in GBS disability score of one or more grades 4 weeks after randomisation. Analysis was by intention to treat.We analysed 225 patients. GBS disability scores increased by one grade or more in 68% (76 of 112) of patients in the methylprednisolone group and in 56% (63 of 113) of controls (odds ratio [OR] 1.68, 95% CI 0.97-2.88; p=0.06). After adjustment for age and degree of disability at entry, treatment OR was 1.89 (95% CI 1.07-3.35; p=0.03). Side-effects did not differ greatly between groups.We noted no significant difference between treatment with methylprednisolone and IVIg and IVIg alone. Because of the relevance of prognostic factors and the limited side-effects of methylprednisolone, the potential importance of combination treatment with the drug and IVIg, however, warrants further investigation.","Effect of methylprednisolone when added to standard treatment with intravenous immunoglobulin for Guillain-Barrê© syndrome: randomised trial."
"373","Lancet.24","0.03",14738791,2004,"Despite available treatment with intravenous immunoglobulin (IVIg), morbidity and mortality are considerable in patients with Guillain-Barrê© syndrome (GBS). Our aim was to assess whether methylprednisolone, when taken with IVIg, improves outcome when compared with IVIg alone.We did a double-blind, placebo-controlled, multicentre, randomised study, to which we enrolled patients who were unable to walk independently and who had been treated within 14 days after onset of weakness with IVIg (0.4 g/kg bodyweight per day) for 5 days. We assigned 233 individuals to receive either intravenous methylprednisolone (500 mg per day; n=116) or placebo (n=117) for 5 days within 48 h of administration of first dose of IVIg. Because age is an important prognostic factor, we split treatment groups into two age-groups-ie, younger than age 50 years, or 50 years and older. Our primary outcome was an improvement from baseline in GBS disability score of one or more grades 4 weeks after randomisation. Analysis was by intention to treat.We analysed 225 patients. GBS disability scores increased by one grade or more in 68% (76 of 112) of patients in the methylprednisolone group and in 56% (63 of 113) of controls (odds ratio [OR] 1.68, 95% CI 0.97-2.88; p=0.06). After adjustment for age and degree of disability at entry, treatment OR was 1.89 (95% CI 1.07-3.35; p=0.03). Side-effects did not differ greatly between groups.We noted no significant difference between treatment with methylprednisolone and IVIg and IVIg alone. Because of the relevance of prognostic factors and the limited side-effects of methylprednisolone, the potential importance of combination treatment with the drug and IVIg, however, warrants further investigation.","Effect of methylprednisolone when added to standard treatment with intravenous immunoglobulin for Guillain-Barrê© syndrome: randomised trial."
"374","JAMA.258","0.02",14747499,2004,"Clinical series have suggested an increased prevalence of cerebral infarction and white matter lesions (WMLs) in migraine patients. It is not known whether these lesions are prevalent in the general migraine population.To compare the prevalence of brain infarcts and WMLs in migraine cases and controls from the general population and to identify migraine characteristics associated with these lesions.Cross-sectional, prevalence study of population-based sample of Dutch adults aged 30 to 60 years.Randomly selected patients with migraine with aura (n = 161), patients with migraine without aura (n = 134), and controls (n = 140), who were frequency matched to cases for age, sex, and place of residence. Nearly 50% of the cases had not been previously diagnosed by a physician.Brain magnetic resonance images were evaluated for infarcts, by location and vascular supply territory, and for periventricular WMLs (PVWMLs) and deep WMLs (DWMLs). The odds ratios (ORs) and 95% confidence intervals (CIs) of these brain lesions compared with controls were examined by migraine subtype (with or without aura) and monthly attack frequency (<1 attack, > or =1 attack), controlling for cardiovascular risk factors and use of vasoconstrictor migraine agents. All participants underwent a standard neurological examination.No participants reported a history of stroke or transient ischemic attack or had relevant abnormalities at standard neurological examination. We found no significant difference between patients with migraine and controls in overall infarct prevalence (8.1% vs 5.0%). However, in the cerebellar region of the posterior circulation territory, patients with migraine had a higher prevalence of infarct than controls (5.4% vs 0.7%; P =.02; adjusted OR, 7.1; 95% CI, 0.9-55). The adjusted OR for posterior infarct varied by migraine subtype and attack frequency. The adjusted OR was 13.7 (95% CI, 1.7-112) for patients with migraine with aura compared with controls. In patients with migraine with a frequency of attacks of 1 or more per month, the adjusted OR was 9.3 (95% CI, 1.1-76). The highest risk was in patients with migraine with aura with 1 attack or more per month (OR, 15.8; 95% CI, 1.8-140). Among women, the risk for high DWML load (top 20th percentile of the distribution of DWML load vs lower 80th percentile) was increased in patients with migraine compared with controls (OR, 2.1; 95% CI, 1.0-4.1); this risk increased with attack frequency (highest in those with > or =1 attack per month: OR, 2.6; 95% CI, 1.2-5.7) but was similar in patients with migraine with or without aura. In men, controls and patients with migraine did not differ in the prevalence of DWMLs. There was no association between severity of PVWMLs and migraine, irrespective of sex or migraine frequency or subtype.These population-based findings suggest that some patients with migraine with and without aura are at increased risk for subclinical lesions in certain brain areas.","Migraine as a risk factor for subclinical brain lesions."
